step,alteration,octave,pitch,type,duration,noteCount,measureCount,partCount
F,,4,F4,half,20160,2,1,6
C,,5,C5,whole,40320,1,2,6
C,,5,C5,half,20160,2,2,6
C,,5,C5,whole,40320,3,2,6
F,,4,F4,half,20160,4,2,6
C,,5,C5,whole,40320,1,3,6
C,,5,C5,half,20160,2,3,6
C,,5,C5,whole,40320,3,3,6
C,,5,C5,half,20160,4,3,6
B,-1,4,B[-1]4,whole,40320,1,4,6
C,,5,C5,half,20160,2,4,6
D,,5,D5,whole,40320,3,4,6
D,,5,D5,half,20160,4,4,6
C,,5,C5,whole,60480,1,5,6
A,,4,A4,whole,40320,2,5,6
A,,4,A4,half,20160,3,5,6
A,,4,A4,whole,40320,1,6,6
A,,4,A4,half,20160,2,6,6
A,,4,A4,whole,40320,3,6,6
A,,4,A4,half,20160,4,6,6
C,,5,C5,whole,40320,1,7,6
C,,5,C5,half,20160,2,7,6
G,,4,G4,whole,40320,3,7,6
G,,4,G4,half,20160,4,7,6
G,,4,G4,whole,40320,1,8,6
B,-1,4,B[-1]4,half,20160,2,8,6
A,,4,A4,whole,40320,3,8,6
G,,4,G4,half,20160,4,8,6
F,,4,F4,whole,60480,1,9,6
F,,4,F4,whole,40320,2,9,6
Rest,,,Rest,half,20160,3,9,6
