step,octave,type,duration,noteCount,measureCount,partCount
G,4,quarter,10080,2,1,6
D,5,quarter,10080,1,2,6
D,5,quarter,10080,2,2,6
D,5,quarter,10080,3,2,6
B,4,quarter,10080,4,2,6
F,5,quarter,10080,1,3,6
F,5,eighth,5040,2,3,6
E,5,eighth,5040,3,3,6
D,5,quarter,10080,4,3,6
F,5,quarter,10080,5,3,6
G,5,quarter,10080,1,4,6
D,5,quarter,10080,2,4,6
C,5,quarter,10080,3,4,6
B,4,quarter,10080,4,4,6
C,5,half,20160,1,5,6
D,5,quarter,10080,2,5,6
F,5,quarter,10080,3,5,6
C,5,quarter,10080,1,6,6
F,5,eighth,5040,2,6,6
E,5,eighth,5040,3,6,6
D,5,quarter,10080,4,6,6
C,5,quarter,10080,5,6,6
B,4,quarter,10080,1,7,6
A,4,quarter,10080,2,7,6
G,4,quarter,10080,3,7,6
A,4,quarter,10080,4,7,6
B,4,quarter,10080,1,8,6
C,5,quarter,10080,2,8,6
D,5,quarter,10080,3,8,6
B,4,quarter,10080,4,8,6
A,4,half,20160,1,9,6
G,4,quarter,10080,2,9,6
Rest,,quarter,10080,3,9,6
