step,octave,type,duration,noteCount,measureCount,partCount
D,5,half,20160,2,1,6
D,5,half,20160,3,1,6
D,5,quarter,10080,1,2,6
D,5,half,20160,2,2,6
D,5,quarter,10080,3,2,6
F,5,quarter,10080,1,3,6
D,5,quarter,10080,2,3,6
D,5,half,20160,3,3,6
Rest,,quarter,10080,4,3,6
D,5,quarter,10080,5,3,6
E,5,half,20160,6,3,6
E,5,quarter,10080,7,3,6
F,5,half,20160,1,4,6
E,5,quarter,10080,2,4,6
E,5,quarter,10080,1,5,6
D,5,quarter,10080,2,5,6
D,5,quarter,10080,3,5,6
F,5,quarter,10080,4,5,6
E,5,half,20160,1,6,6
D,5,quarter,10080,2,6,6
C,5,half,20160,1,7,6
B,4,quarter,10080,2,7,6
A,4,half,20160,1,8,6
A,4,half,20160,2,8,6
